description,Maker_Model
"regular unleaded,MANUAL,front wheel drive,nan,Compact,Coupe,Chevrolet Beretta",Chevrolet Beretta
"regular unleaded,MANUAL,front wheel drive,nan,Midsize,Coupe,Chevrolet Beretta",Chevrolet Beretta
"regular unleaded,AUTOMATIC,front wheel drive,Performance,Midsize,Coupe,Chevrolet Beretta",Chevrolet Beretta
"regular unleaded,MANUAL,front wheel drive,nan,Midsize,Coupe,Chevrolet Beretta",Chevrolet Beretta
"regular unleaded,AUTOMATIC,front wheel drive,Performance,Midsize,Coupe,Chevrolet Beretta",Chevrolet Beretta
"flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Crossover,Flex Fuel,Large,Crew Cab Pickup,Chevrolet Black Diamond Avalanche",Chevrolet Black Diamond Avalanche
"flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Crossover,Flex Fuel,Large,Crew Cab Pickup,Chevrolet Black Diamond Avalanche",Chevrolet Black Diamond Avalanche
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Crossover,Flex Fuel,Large,Crew Cab Pickup,Chevrolet Black Diamond Avalanche",Chevrolet Black Diamond Avalanche
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Crossover,Flex Fuel,Large,Crew Cab Pickup,Chevrolet Black Diamond Avalanche",Chevrolet Black Diamond Avalanche
"flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Crossover,Flex Fuel,Large,Crew Cab Pickup,Chevrolet Black Diamond Avalanche",Chevrolet Black Diamond Avalanche
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Crossover,Flex Fuel,Large,Crew Cab Pickup,Chevrolet Black Diamond Avalanche",Chevrolet Black Diamond Avalanche
"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Large,Crew Cab Pickup,Lincoln Blackwood",Lincoln Blackwood
"regular unleaded,MANUAL,rear wheel drive,nan,Compact,2dr SUV,Chevrolet Blazer",Chevrolet Blazer
"regular unleaded,MANUAL,four wheel drive,nan,Compact,2dr SUV,Chevrolet Blazer",Chevrolet Blazer
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Midsize,4dr SUV,Chevrolet Blazer",Chevrolet Blazer
"regular unleaded,AUTOMATIC,four wheel drive,nan,Midsize,4dr SUV,Chevrolet Blazer",Chevrolet Blazer
"regular unleaded,MANUAL,rear wheel drive,nan,Compact,2dr SUV,Chevrolet Blazer",Chevrolet Blazer
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Midsize,4dr SUV,Chevrolet Blazer",Chevrolet Blazer
"regular unleaded,AUTOMATIC,four wheel drive,nan,Midsize,4dr SUV,Chevrolet Blazer",Chevrolet Blazer
"regular unleaded,MANUAL,four wheel drive,nan,Compact,2dr SUV,Chevrolet Blazer",Chevrolet Blazer
"regular unleaded,MANUAL,rear wheel drive,nan,Compact,2dr SUV,Chevrolet Blazer",Chevrolet Blazer
"regular unleaded,MANUAL,rear wheel drive,nan,Compact,2dr SUV,Chevrolet Blazer",Chevrolet Blazer
"regular unleaded,MANUAL,four wheel drive,nan,Compact,2dr SUV,Chevrolet Blazer",Chevrolet Blazer
"regular unleaded,MANUAL,rear wheel drive,nan,Compact,2dr SUV,Chevrolet Blazer",Chevrolet Blazer
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Midsize,4dr SUV,Chevrolet Blazer",Chevrolet Blazer
"regular unleaded,AUTOMATIC,four wheel drive,nan,Midsize,4dr SUV,Chevrolet Blazer",Chevrolet Blazer
"electric,DIRECT_DRIVE,front wheel drive,Hatchback,Compact,4dr Hatchback,Chevrolet Bolt EV",Chevrolet Bolt EV
"electric,DIRECT_DRIVE,front wheel drive,Hatchback,Compact,4dr Hatchback,Chevrolet Bolt EV",Chevrolet Bolt EV
"regular unleaded,AUTOMATIC,front wheel drive,nan,Large,Sedan,Pontiac Bonneville",Pontiac Bonneville
"regular unleaded,AUTOMATIC,front wheel drive,nan,Large,Sedan,Pontiac Bonneville",Pontiac Bonneville
"premium unleaded (required),AUTOMATIC,front wheel drive,Performance,Large,Sedan,Pontiac Bonneville",Pontiac Bonneville
"regular unleaded,AUTOMATIC,front wheel drive,nan,Large,Sedan,Pontiac Bonneville",Pontiac Bonneville
"premium unleaded (required),AUTOMATIC,front wheel drive,Performance,Large,Sedan,Pontiac Bonneville",Pontiac Bonneville
"regular unleaded,AUTOMATIC,front wheel drive,nan,Large,Sedan,Pontiac Bonneville",Pontiac Bonneville
"premium unleaded (required),AUTOMATIC,front wheel drive,Performance,Large,Sedan,Pontiac Bonneville",Pontiac Bonneville
"regular unleaded,AUTOMATIC,front wheel drive,nan,Large,Sedan,Pontiac Bonneville",Pontiac Bonneville
"regular unleaded,AUTOMATIC,front wheel drive,nan,Large,Sedan,Pontiac Bonneville",Pontiac Bonneville
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Midsize,4dr SUV,Kia Borrego",Kia Borrego
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Midsize,4dr SUV,Kia Borrego",Kia Borrego
"regular unleaded,AUTOMATIC,four wheel drive,nan,Midsize,4dr SUV,Kia Borrego",Kia Borrego
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Midsize,4dr SUV,Kia Borrego",Kia Borrego
"regular unleaded,AUTOMATIC,four wheel drive,nan,Midsize,4dr SUV,Kia Borrego",Kia Borrego
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Midsize,4dr SUV,Kia Borrego",Kia Borrego
"regular unleaded,AUTOMATIC,four wheel drive,nan,Midsize,4dr SUV,Kia Borrego",Kia Borrego
"regular unleaded,AUTOMATIC,four wheel drive,nan,Midsize,4dr SUV,Kia Borrego",Kia Borrego
"regular unleaded,AUTOMATIC,four wheel drive,nan,Midsize,4dr SUV,Kia Borrego",Kia Borrego
"premium unleaded (required),MANUAL,rear wheel drive,Luxury,High-Performance,Compact,Convertible,Porsche Boxster",Porsche Boxster
"premium unleaded (required),MANUAL,rear wheel drive,Luxury,High-Performance,Compact,Convertible,Porsche Boxster",Porsche Boxster
"premium unleaded (required),MANUAL,rear wheel drive,Luxury,High-Performance,Compact,Convertible,Porsche Boxster",Porsche Boxster
"premium unleaded (required),MANUAL,rear wheel drive,Luxury,High-Performance,Compact,Convertible,Porsche Boxster",Porsche Boxster
"premium unleaded (required),MANUAL,rear wheel drive,Luxury,High-Performance,Compact,Convertible,Porsche Boxster",Porsche Boxster
"premium unleaded (required),MANUAL,rear wheel drive,Luxury,High-Performance,Compact,Convertible,Porsche Boxster",Porsche Boxster
"premium unleaded (required),MANUAL,rear wheel drive,Luxury,High-Performance,Compact,Convertible,Porsche Boxster",Porsche Boxster
"premium unleaded (required),MANUAL,rear wheel drive,Luxury,High-Performance,Compact,Convertible,Porsche Boxster",Porsche Boxster
"regular unleaded,AUTOMATIC,all wheel drive,nan,Midsize,4dr SUV,Oldsmobile Bravada",Oldsmobile Bravada
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Midsize,4dr SUV,Oldsmobile Bravada",Oldsmobile Bravada
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Midsize,4dr SUV,Oldsmobile Bravada",Oldsmobile Bravada
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Midsize,4dr SUV,Oldsmobile Bravada",Oldsmobile Bravada
"regular unleaded,AUTOMATIC,all wheel drive,nan,Midsize,4dr SUV,Oldsmobile Bravada",Oldsmobile Bravada
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Midsize,4dr SUV,Oldsmobile Bravada",Oldsmobile Bravada
"regular unleaded,AUTOMATIC,all wheel drive,nan,Midsize,4dr SUV,Oldsmobile Bravada",Oldsmobile Bravada
"regular unleaded,MANUAL,front wheel drive,nan,Midsize,Sedan,Plymouth Breeze",Plymouth Breeze
"regular unleaded,MANUAL,front wheel drive,nan,Midsize,Sedan,Plymouth Breeze",Plymouth Breeze
"regular unleaded,MANUAL,front wheel drive,nan,Midsize,Sedan,Plymouth Breeze",Plymouth Breeze
"regular unleaded,MANUAL,front wheel drive,nan,Midsize,Sedan,Plymouth Breeze",Plymouth Breeze
"regular unleaded,MANUAL,front wheel drive,nan,Midsize,Sedan,Plymouth Breeze",Plymouth Breeze
"regular unleaded,MANUAL,rear wheel drive,nan,Compact,2dr SUV,Ford Bronco II",Ford Bronco II
"regular unleaded,MANUAL,rear wheel drive,nan,Compact,2dr SUV,Ford Bronco II",Ford Bronco II
"regular unleaded,MANUAL,four wheel drive,nan,Compact,2dr SUV,Ford Bronco II",Ford Bronco II
"regular unleaded,MANUAL,four wheel drive,nan,Compact,2dr SUV,Ford Bronco II",Ford Bronco II
"regular unleaded,MANUAL,four wheel drive,nan,Compact,2dr SUV,Ford Bronco II",Ford Bronco II
"regular unleaded,MANUAL,rear wheel drive,nan,Compact,2dr SUV,Ford Bronco II",Ford Bronco II
"regular unleaded,MANUAL,four wheel drive,nan,Compact,2dr SUV,Ford Bronco II",Ford Bronco II
"regular unleaded,MANUAL,rear wheel drive,nan,Compact,2dr SUV,Ford Bronco II",Ford Bronco II
"regular unleaded,MANUAL,four wheel drive,nan,Midsize,2dr SUV,Ford Bronco",Ford Bronco
"regular unleaded,AUTOMATIC,four wheel drive,nan,Midsize,2dr SUV,Ford Bronco",Ford Bronco
"regular unleaded,MANUAL,four wheel drive,nan,Midsize,2dr SUV,Ford Bronco",Ford Bronco
"regular unleaded,MANUAL,four wheel drive,nan,Midsize,2dr SUV,Ford Bronco",Ford Bronco
"regular unleaded,AUTOMATIC,four wheel drive,nan,Midsize,2dr SUV,Ford Bronco",Ford Bronco
"regular unleaded,MANUAL,four wheel drive,nan,Midsize,2dr SUV,Ford Bronco",Ford Bronco
"regular unleaded,MANUAL,four wheel drive,nan,Midsize,2dr SUV,Ford Bronco",Ford Bronco
"regular unleaded,MANUAL,four wheel drive,nan,Midsize,2dr SUV,Ford Bronco",Ford Bronco
"regular unleaded,AUTOMATIC,four wheel drive,nan,Midsize,2dr SUV,Ford Bronco",Ford Bronco
"premium unleaded (required),AUTOMATIC,rear wheel drive,Exotic,Luxury,High-Performance,Large,Coupe,Bentley Brooklands",Bentley Brooklands
"premium unleaded (required),AUTOMATIC,rear wheel drive,Exotic,Luxury,High-Performance,Large,Coupe,Bentley Brooklands",Bentley Brooklands
"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Large,Sedan,Cadillac Brougham",Cadillac Brougham
"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Large,Sedan,Cadillac Brougham",Cadillac Brougham
"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Large,Sedan,Cadillac Brougham",Cadillac Brougham
"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Large,Sedan,Cadillac Brougham",Cadillac Brougham
"premium unleaded (required),MANUAL,rear wheel drive,Performance,Compact,Coupe,Subaru BRZ",Subaru BRZ
"premium unleaded (required),AUTOMATIC,rear wheel drive,Performance,Compact,Coupe,Subaru BRZ",Subaru BRZ
"premium unleaded (required),MANUAL,rear wheel drive,Performance,Compact,Coupe,Subaru BRZ",Subaru BRZ
"premium unleaded (required),MANUAL,rear wheel drive,Performance,Compact,Coupe,Subaru BRZ",Subaru BRZ
"premium unleaded (required),MANUAL,rear wheel drive,Performance,Compact,Coupe,Subaru BRZ",Subaru BRZ
"premium unleaded (required),MANUAL,rear wheel drive,Performance,Compact,Coupe,Subaru BRZ",Subaru BRZ
"premium unleaded (required),AUTOMATIC,rear wheel drive,Performance,Compact,Coupe,Subaru BRZ",Subaru BRZ
"premium unleaded (required),MANUAL,rear wheel drive,Performance,Compact,Coupe,Subaru BRZ",Subaru BRZ
"premium unleaded (required),AUTOMATIC,rear wheel drive,Performance,Compact,Coupe,Subaru BRZ",Subaru BRZ
"premium unleaded (required),MANUAL,rear wheel drive,Performance,Compact,Coupe,Subaru BRZ",Subaru BRZ
"premium unleaded (required),MANUAL,rear wheel drive,Performance,Compact,Coupe,Subaru BRZ",Subaru BRZ
"premium unleaded (required),MANUAL,rear wheel drive,Performance,Compact,Coupe,Subaru BRZ",Subaru BRZ
"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Performance,Compact,Coupe,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,Luxury,High-Performance,Compact,Coupe,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Midsize,Sedan,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,High-Performance,Compact,Coupe,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,High-Performance,Midsize,Sedan,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Midsize,Sedan,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Midsize,Sedan,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Compact,Coupe,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Midsize,Sedan,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Midsize,Sedan,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Midsize,Sedan,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Midsize,Sedan,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Midsize,Sedan,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Coupe,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Midsize,Sedan,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Midsize,Coupe,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Midsize,Coupe,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Coupe,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Midsize,Convertible,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Midsize,Convertible,Mercedes-Benz C-Class",Mercedes-Benz C-Class
"regular unleaded,AUTOMATIC,front wheel drive,Hybrid,Compact,Wagon,Ford C-Max Hybrid",Ford C-Max Hybrid
"regular unleaded,AUTOMATIC,front wheel drive,Hybrid,Compact,Wagon,Ford C-Max Hybrid",Ford C-Max Hybrid
"regular unleaded,AUTOMATIC,front wheel drive,Hybrid,Compact,Wagon,Ford C-Max Hybrid",Ford C-Max Hybrid
"regular unleaded,AUTOMATIC,front wheel drive,Hybrid,Compact,Wagon,Ford C-Max Hybrid",Ford C-Max Hybrid
"regular unleaded,AUTOMATIC,front wheel drive,Hybrid,Compact,Wagon,Ford C-Max Hybrid",Ford C-Max Hybrid
"regular unleaded,AUTOMATIC,front wheel drive,Hybrid,Compact,Wagon,Ford C-Max Hybrid",Ford C-Max Hybrid
"premium unleaded (recommended),MANUAL,front wheel drive,Hatchback,Luxury,Compact,2dr Hatchback,Volvo C30",Volvo C30
"premium unleaded (recommended),MANUAL,front wheel drive,Hatchback,Luxury,Performance,Compact,2dr Hatchback,Volvo C30",Volvo C30
"premium unleaded (recommended),MANUAL,front wheel drive,Hatchback,Luxury,Performance,Compact,2dr Hatchback,Volvo C30",Volvo C30
"premium unleaded (recommended),MANUAL,front wheel drive,Hatchback,Luxury,Compact,2dr Hatchback,Volvo C30",Volvo C30
"regular unleaded,MANUAL,front wheel drive,Hatchback,Luxury,Compact,2dr Hatchback,Volvo C30",Volvo C30
"regular unleaded,MANUAL,front wheel drive,Hatchback,Luxury,Performance,Compact,2dr Hatchback,Volvo C30",Volvo C30
"regular unleaded,AUTOMATIC,rear wheel drive,Factory Tuner,Luxury,Performance,Compact,Sedan,Mercedes-Benz C36 AMG",Mercedes-Benz C36 AMG
"regular unleaded,AUTOMATIC,rear wheel drive,Factory Tuner,Luxury,Performance,Compact,Sedan,Mercedes-Benz C36 AMG",Mercedes-Benz C36 AMG
"regular unleaded,AUTOMATIC,rear wheel drive,Factory Tuner,Luxury,Performance,Compact,Sedan,Mercedes-Benz C36 AMG",Mercedes-Benz C36 AMG
"regular unleaded,AUTOMATIC,rear wheel drive,Factory Tuner,Luxury,Performance,Compact,Sedan,Mercedes-Benz C43 AMG",Mercedes-Benz C43 AMG
"regular unleaded,AUTOMATIC,rear wheel drive,Factory Tuner,Luxury,Performance,Compact,Sedan,Mercedes-Benz C43 AMG",Mercedes-Benz C43 AMG
"regular unleaded,AUTOMATIC,rear wheel drive,Factory Tuner,Luxury,Performance,Compact,Sedan,Mercedes-Benz C43 AMG",Mercedes-Benz C43 AMG
"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Compact,Convertible,Volvo C70",Volvo C70
"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Compact,Convertible,Volvo C70",Volvo C70
